application_id,age,gender,education,marital_status,dependents,employment_type,employment_length_years,occupation,annual_income,monthly_income,credit_score,existing_loans,total_existing_debt,credit_history_length_years,num_credit_inquiries_6m,delinquent_accounts,loan_amount,loan_term_months,loan_purpose,interest_rate,debt_to_income_ratio,loan_to_income_ratio,monthly_payment,payment_to_income_ratio,property_value,property_type,bank_customer_years,savings_account_balance,checking_account_balance,loan_default
22636,30,Female,Bachelor,Divorced,2,Self-Employed,0.7,Professional,20000.0,1666.67,768,4,4535.06,5.7,1,0,25083.82,48,Medical,20.08,0.227,1.254,764.38,0.459,68257.32,Apartment,0.2,3001.51,5886.34,0
22637,30,Female,High School,Married,1,Salaried,0.6,Sales,35564.84,2963.74,719,0,200000.0,3.2,2,1,9352.23,24,Home Improvement,18.06,2.0,0.263,467.17,0.158,50000.0,Apartment,0.3,12.14,1432.76,1
22638,27,Female,High School,Single,0,Salaried,1.4,Sales,33409.93,2784.16,545,2,11227.11,26.4,0,0,145439.6721381078,60,Business,22.0,0.336,1.404,1295.27,0.465,61712.23,Condo,6.9,7179.97,968.64,1
22639,40,Other,PhD,Single,0,Self-Employed,,Professional,21103.54,1758.63,769,1,26407.13,5.2,1,2,13389.39,48,Medical,16.93,1.251,0.634,385.87,0.219,228441.57,Apartment,5.5,2701.04,1955.99,0
22640,30,M,bachelor,Married,1,Self-Employed,3.5,Technician,33903.73,2825.31,691,1,9680.47,8.9,1,0,7262.87,24,Home Improvement,22.34,0.286,0.214,378.0,0.134,193372.89,House,3.5,,584.94,0
22641,42,F,Bachelor,Married,0,Salaried,2.3,Service,127108.76,10592.4,709,0,2451.45,11.1,0,1,45111.19,48,Debt Consolidation,10.8,0.019,0.355,1161.55,0.11,222668.79,house,3.8,1230.04,1225.46,0
22642,63,Female,Bachelor,Single,2,Salaried,6.6,Sales,28950.49,2412.54,637,0,4724.4,,1,1,87333.65,48,Debt Consolidation,19.29,0.163,2.0,2624.67,1.0,80308.69,House,18.7,13103.36,749.55,0
22643,49,Female,Master,Married,0,Salaried,,Service,20000.0,1666.67,627,2,829.22,13.7,2,0,27649.04,36,Debt Consolidation,23.43,0.041,1.382,1076.49,0.646,76338.98,House,3.5,1003.6,1572.53,0
22644,37,M,Bachelor,Married,2,Salaried,11.1,Clerical,20000.0,1666.67,714,1,93010.07,4.9,2,0,86229.16,48,Home Improvement,5.08,2.0,2.0,1988.92,1.0,176368.73,Condo,2.1,2960.71,143.82,0
22645,55,Male,High School,Married,4,Self-Employed,0.3,Service,52063.38,4338.62,676,1,40463.97,24.2,1,0,40291.54,24,Medical,13.98,0.777,0.774,1934.13,0.446,,House,1.8,6146.3,163.96,1
22646,37,Male,Bachelor,Single,3,Self-Employed,0.8,Other,20000.0,1666.67,582,3,8509.89,,0,1,24677.89,24,Home Improvement,17.12,0.425,1.234,1221.55,0.733,76102.6,Condo,11.2,258.27,274.4,0
22647,37,Male,High School,Married,1,Self-Employed,0.2,Clerical,34024.03,2835.34,681,2,49116.27,,1,0,45534.67,48,Debt Consolidation,9.36,1.444,1.338,1140.93,0.402,129014.12,House,3.4,9288.55,9141.28,1
22648,48,Male,Master,married,0,Salaried,4.0,Service,50941.81,4245.15,709,2,2969.69,1.0,2,2,21600.89,12,Business,20.74,0.058,0.424,2008.65,0.473,140659.4,Condo,10.6,,342.34,1
22649,52,Female,Bachelor,Single,1,Salaried,2.8,Professional,36873.09,3072.76,654,3,2578.06,1.1,0,0,225581.12670102474,48,Business,20.05,0.07,0.311,348.87,0.114,230674.33,Apartment,4.6,4608.37,1908.4,0
22650,49,Female,High School,Divorced,0,Salaried,24.7,Manager,77087.55,6423.96,465,2,4072.53,15.8,0,0,18097.06,48,Home Improvement,7.88,0.053,0.235,440.78,0.069,798576.51,house,0.4,,15051.24,0
22651,43,Female,High School,Married,1,Salaried,7.4,Clerical,84540.01,7045.0,679,1,7176.07,,1,1,21841.37,24,Home Improvement,22.23,0.085,0.258,1135.57,0.161,417822.35,Apartment,0.2,2666.9,2937.49,0
22652,38,Female,High School,Single,0,Salaried,16.9,Service,70511.74,5875.98,638,4,193.63,4.5,0,0,17516.35,12,Education,14.14,0.003,0.248,1573.9,0.268,111126.95,Apartment,1.8,1079.07,400.33,0
22653,26,Female,PhD,Married,3,Unemployed,2.4,Sales,51898.23,4324.85,670,2,12998.87,22.0,1,0,50464.75,36,Home Improvement,16.05,0.25,0.972,1775.44,0.411,123026.74,None,1.7,46823.43,184.0,0
22654,42,Female,Master,Married,4,Contract,2.6,Sales,78430.12,6535.84,763,1,7556.72,6.5,3,1,29595.37,36,Debt Consolidation,20.16,0.096,0.377,1102.28,0.169,115860.43,House,0.1,46150.11,198.74,0
22655,41,Other,Bachelor,Married,1,Salaried,3.3,Other,114149.64,9512.47,768,1,134097.67,12.7,0,1,38621.03,36,Home Improvement,7.01,1.175,0.338,1192.68,0.125,266617.92,Condo,0.0,8178.14,4242.89,0
22656,21,Female,PhD,Married,0,Salaried,,Clerical,51832.05,4319.34,684,3,5372.74,3.9,2,0,14776.95,12,Education,5.6,0.104,0.285,1269.08,0.294,,None,4.8,2111.7,415.63,0
22657,51,Male,Master,Single,0,Salaried,10.0,Professional,73220.37,6101.7,850,0,3093.89,17.0,2,0,24493.19,24,Debt Consolidation,15.94,0.042,0.335,1198.56,0.196,631205.05,House,17.5,5775.88,12217.43,0
22658,51,Male,High School,Single,0,Salaried,2.4,Manager,20000.0,1666.67,605,1,63046.33,8.7,0,0,47978.55,48,Debt Consolidation,23.12,2.0,2.0,1540.94,0.925,339761.0,Condo,2.5,14522.69,577.81,0
22659,60,Male,Master,Single,1,Self-Employed,14.1,Sales,87510.64,7292.55,749,0,11323.24,,0,1,42907.47,48,Debt Consolidation,12.55,0.129,0.49,1141.54,0.157,,House,6.5,368.93,569.86,1
22660,24,F,Bachelor,Single,0,Salaried,17.7,Manager,73051.46,6087.62,668,0,3546.88,15.9,0,0,11383.27,12,Debt Consolidation,16.39,0.049,0.156,1034.92,0.17,130909.6,House,3.8,916.59,1110.61,1
22661,35,Male,Bachelor,Single,2,Salaried,7.0,Other,22328.38,1860.7,579,1,5279.42,9.1,1,0,22808.86,24,Home Improvement,13.7,0.236,1.022,1091.89,0.587,124443.69,None,0.3,8.9,12219.41,1
22662,21,Female,PhD,Single,3,Salaried,4.1,Manager,53703.35,4475.28,681,1,41813.19,6.3,1,0,20911.69,48,Medical,21.34,0.779,0.389,651.38,0.146,79667.66,house,7.0,28.65,2462.41,0
22663,59,M,Bachelor,Single,3,Salaried,8.3,Other,157839.25,13153.27,520,1,1553.37,13.8,0,1,38199.64,24,Home Improvement,7.95,0.01,0.242,1726.8,0.131,67228.4,House,0.7,,1936.6,0
22664,43,Female,Bachelor,Married,3,Contract,2.0,Sales,20000.0,1666.67,773,1,86016.48,1.0,1,1,21053.53,36,Home Improvement,23.66,2.0,1.053,822.24,0.493,199211.93,House,1.3,4112.84,29.03,1
22665,23,Female,Master,Single,0,Contract,3.6,Technician,104995.41,8749.62,638,0,26259.75,13.7,0,0,28707.84,48,Education,18.09,0.25,0.273,844.64,0.097,148367.39,Condo,14.2,128.79,57.33,0
22666,32,Male,Master,Married,1,Salaried,11.0,Manager,20000.0,1666.67,560,3,39078.75,1.4,0,0,8472.56,48,Medical,22.91,1.954,0.424,271.14,0.163,102662.28,Condo,16.9,6642.26,330.69,1
22667,41,Male,Master,Single,0,Self-Employed,2.4,Technician,39971.51,3330.96,560,1,10810.36,3.6,2,0,11465.31,48,Debt Consolidation,16.86,0.27,0.287,330.0,0.099,233632.71,None,2.3,543.57,1524.42,1
22668,37,Male,Bachelor,Divorced,2,Self-Employed,36.9,Professional,412193.83,34349.49,771,3,16326.69,5.8,1,1,22082.67,24,Debt Consolidation,16.34,0.04,0.054,1084.83,0.032,275482.31,House,0.0,1604.89,318.82,0
22669,56,Female,High School,Married,1,Salaried,0.8,Professional,116834.33,9736.19,636,1,360279.1167685256,1.3,1,0,8275.39,24,Debt Consolidation,21.36,0.116,0.071,426.7,0.044,110191.15,Condo,0.4,19844.17,1271.53,0
22670,26,Male,Master,Married,1,Self-Employed,5.5,Professional,34520.98,2876.75,798,3,943.96,,0,0,12163.96,24,Home Improvement,7.84,0.027,0.352,549.26,0.191,792259.92,None,1.5,,748.14,0
22671,38,Female,Bachelor,Divorced,3,Contract,12.9,Professional,79890.68,6657.56,698,2,13431.43,,1,0,5000.0,36,Business,22.2,0.168,0.063,191.47,0.029,207158.21,house,,45994.58,2069.75,0
22672,46,M,High School,Married,1,Salaried,1.3,Technician,53040.64,4420.05,606,2,897.93,1.5,2,0,20130.94,24,Education,10.63,0.017,0.38,934.81,0.211,118363.28,house,3.5,158.26,10401.31,0
22673,50,Male,Bachelor,Married,0,Self-Employed,9.9,Manager,167230.82,13935.9,600,3,9113.85,1.0,0,0,22092.63,60,Debt Consolidation,11.63,0.054,0.132,487.32,0.035,88761.11,Condo,4.5,685.51,58.43,0
22674,49,Female,Bachelor,married,0,Salaried,5.6,Manager,32981.48,2748.46,678,1,1859.32,6.7,3,0,12162.54,36,Debt Consolidation,7.19,0.056,0.369,376.6,0.137,490102.9,Apartment,19.0,59691.35,317.35,0
22675,47,Male,Master,Married,1,Salaried,,Manager,33804.47,2817.04,787,3,3047.94,6.4,0,0,85713.03,36,Debt Consolidation,14.43,0.09,2.0,2947.4,1.0,122164.32,Condo,3.7,10274.36,472.2,0
22676,22,Male,PhD,Single,3,Salaried,3.2,Manager,20000.0,1666.67,598,3,7965.04,13.5,2,1,37098.32,24,Debt Consolidation,18.26,0.398,1.855,1856.76,1.0,152641.3,House,5.7,637.31,3051.72,1
22677,39,Other,bachelor,Divorced,0,Salaried,1.0,Manager,133512.51,11126.04,708,0,18714.84,10.1,1,0,16090.24,48,Home Improvement,15.13,0.14,0.121,448.86,0.04,189757.23,House,28.9,1793.6,8419.62,0
22678,30,Male,High School,Married,1,Salaried,1.0,Service,33074.28,2756.19,678,1,138.28,5.4,0,2,6301.7,60,Medical,17.52,0.004,0.191,158.38,0.057,200585.68,Apartment,3.5,553.46,536.68,0
22679,46,Male,Master,Married,1,Salaried,1.2,Clerical,91948.49,7662.37,635,3,779.45,1.4,2,2,13826.5,12,Home Improvement,18.87,0.008,0.15,1273.35,0.166,257704.34,House,2.3,3146.53,65.61,0
22680,46,Female,PhD,Single,0,Contract,13.9,Technician,49106.5,4092.21,669,0,2981.0,27.4,1,0,17859.55,36,Business,8.32,0.061,0.364,562.29,0.137,123336.41,House,3.6,434.14,8153.18,1
22681,32,Female,Master,Single,0,Self-Employed,1.2,Sales,26594.93,2216.24,664,0,338759.6577048092,6.8,0,0,9327.47,48,Debt Consolidation,15.73,0.635,0.351,263.06,0.119,378245.6,house,6.0,23879.69,4467.71,0
22682,47,Female,High School,single,1,Self-Employed,13.6,Service,68902.74,5741.9,609,2,92710.69,1.0,1,0,20867.85,12,Debt Consolidation,19.9,1.346,0.303,1932.08,0.336,352961.29,Apartment,1.1,14981.83,464.44,0
22683,21,Male,masters,Single,2,Salaried,5.0,Clerical,58828.82,4902.4,658,4,907.31,4.3,0,0,34324.61,24,Debt Consolidation,19.8,0.015,0.583,1743.63,0.356,73122.07,House,1.7,,77.35,0
22684,41,Female,High School,Single,1,Self-Employed,2.7,Clerical,110848.75,9237.4,632,1,3684.17,4.5,3,0,19247.32,36,Medical,12.19,0.033,0.174,641.03,0.069,103037.41,Condo,15.6,243.65,369.34,0
22685,31,Male,Master,Single,0,Contract,0.9,Service,33845.67,2820.47,665,1,20364.34,4.7,0,0,44480.97,36,Education,5.33,0.602,1.314,1339.73,0.475,112722.41,House,5.7,3349.57,282.79,0
22686,45,Female,High School,Single,1,Self-Employed,3.5,Other,34521.15,2876.76,661,0,3647.78,30.0,2,1,6283.72,36,Business,8.7,0.106,0.182,198.94,0.069,205613.14,House,9.1,219.82,8383.14,0
22687,31,Female,High School,Divorced,1,Salaried,,Other,20000.0,1666.67,595,0,134306.82,1.9,0,0,22817.9,48,Education,18.31,2.0,1.141,673.98,0.404,74522.3,Apartment,7.2,5140.88,370.8,1
22688,30,Female,Bachelor,Married,0,Self-Employed,9.0,Clerical,89537.55,7461.46,601,3,21309.47,1.8,1,0,20746.42,12,Debt Consolidation,17.83,0.238,0.232,1900.35,0.255,154970.47,House,0.9,723.48,490.94,0
22689,54,Female,High School,Married,1,Contract,1.0,Professional,154570.83,12880.9,674,2,1516.05,3.3,0,0,24642.99,24,Debt Consolidation,20.73,0.01,0.159,1263.03,0.098,50000.0,Apartment,2.2,1563.3,878.97,0
22690,48,Male,masters,Single,0,Salaried,3.0,Service,40827.85,3402.32,757,1,42261.04,,0,1,25780.26,48,Home Improvement,6.3,1.035,0.631,609.0,0.179,290953.22,House,1.6,26.04,2065.95,0
22691,37,Female,Bachelor,Single,1,Contract,0.1,Sales,52497.14,4374.76,850,0,5627.93,3.7,2,0,65670.21,24,Medical,7.47,0.107,1.251,2954.24,0.675,,Condo,3.4,3663.95,530.47,0
22692,39,Female,Master,Married,0,Self-Employed,2.5,Professional,75207.57,6267.3,583,0,2067.22,1.9,2,0,31580.96,36,Education,24.42,0.027,0.42,1245.99,0.199,59560.35,None,19.0,,4456.13,0
22693,61,Female,Master,Married,1,Salaried,3.1,Manager,101672.39,8472.7,658,2,19392.79,22.2,0,1,37706.89,36,Debt Consolidation,14.47,0.191,0.371,1297.36,0.153,,House,17.7,5840.48,1746.91,0
22694,49,Male,Bachelor,Divorced,1,Salaried,5.4,Clerical,39225.12,3268.76,611,4,9826.92,21.1,0,0,23729.69,12,Business,7.29,0.251,0.605,2056.43,0.629,641050.65,House,1.3,6723.4,521.86,0
22695,27,Male,Bachelor,Married,2,Self-Employed,2.4,Manager,35896.09,2991.34,689,2,5413.53,,0,0,24182.67,12,Home Improvement,20.05,0.151,0.674,2240.73,0.749,85224.93,House,1.8,1261.76,73.48,1
22696,21,Female,Master,single,0,Salaried,12.8,Professional,35975.48,2997.96,728,1,200000.0,6.8,0,1,20113.76,36,Medical,5.41,2.0,0.559,606.54,0.202,50000.0,house,0.1,1003.44,4523.72,1
22697,31,Male,PhD,Single,1,Salaried,9.1,Professional,67341.69,5611.81,653,1,30739.24,4.3,3,0,26681.31,12,Debt Consolidation,14.89,0.456,0.396,2406.83,0.429,148880.17,House,1.7,22647.06,30.09,0
22698,45,Male,High School,married,3,Salaried,3.8,Sales,20982.48,1748.54,604,1,16722.94,4.7,1,0,33665.91,24,Debt Consolidation,16.66,0.797,1.604,1659.02,0.949,89691.91,Apartment,0.5,14921.95,1163.52,0
22699,34,Female,bachelor,Divorced,1,Self-Employed,0.8,Technician,59006.13,4917.18,727,4,26359.21,13.6,0,0,30362.39,36,Medical,10.91,0.447,0.515,992.73,0.202,244756.77,House,4.5,3456.31,1990.48,0
22700,58,Female,Bachelor,Single,0,Self-Employed,1.1,Technician,180531.87,15044.32,786,2,25851.23,8.5,1,1,27292.88,60,Education,14.51,0.143,0.151,642.3,0.043,107884.79,House,13.3,57737.28,2542.57,0
22701,46,Male,High School,Married,1,Salaried,6.1,Sales,77305.31,6442.11,592,1,6565.59,2.4,2,0,15813.17,12,Debt Consolidation,20.64,0.085,0.205,1469.69,0.228,109624.52,House,2.4,16704.98,7204.38,0
22702,43,Male,Bachelor,Married,2,Salaried,12.8,Service,20000.0,1666.67,712,1,16569.19,14.8,1,0,5763.09,24,Business,14.11,0.828,0.288,277.0,0.166,126155.0,House,0.8,57141.86,3895.45,0
22703,38,Male,Master,Married,1,Salaried,2.6,Other,27599.66,2299.97,843,1,178825.7,4.8,0,0,13464.34,60,Debt Consolidation,22.01,2.0,0.488,371.95,0.162,113250.85,Condo,4.5,941.75,5063.66,0
22704,31,Male,Bachelor,Married,1,Salaried,6.3,Sales,55946.81,4662.23,767,2,8852.26,1.0,1,0,108352.21960885894,24,Home Improvement,23.62,0.158,0.525,1547.03,0.332,,Apartment,20.4,3748.8,991.43,0
22705,27,Female,Master,Married,1,Salaried,5.0,Professional,20000.0,1666.67,573,1,9390.06,9.1,0,0,41097.23,48,Home Improvement,6.33,0.47,2.0,971.4,0.583,217934.3,House,3.5,29542.38,596.51,0
22706,55,Female,Bachelor,Married,1,Salaried,6.0,Professional,40236.07,3353.01,577,1,2809.65,21.8,0,0,22380.27,36,Other,5.28,0.07,0.556,673.57,0.201,288327.99,House,4.8,,29.78,0
22707,35,Female,Bachelor,Divorced,5,Self-Employed,4.8,Manager,63097.16,5258.1,633,4,2102.5,30.0,0,0,40670.64,36,Home Improvement,13.76,0.033,0.645,1385.29,0.263,248463.64,House,3.8,3698.67,1020.21,0
22708,43,M,Master,Married,1,Unemployed,7.3,Sales,31617.07,2634.76,740,1,5512.14,3.7,2,0,18590.31,36,Debt Consolidation,5.91,0.174,0.588,564.8,0.214,214851.09,None,4.0,39.39,627.81,1
22709,60,Female,Bachelor,Married,3,Contract,0.0,Manager,67280.51,5606.71,676,2,8101.6,24.1,3,0,13243.68,24,Home Improvement,19.1,0.12,0.197,668.24,0.119,296368.32,Condo,0.5,6055.66,209.48,0
22710,45,Female,Master,Married,2,Salaried,2.1,Manager,63801.01,5316.75,714,0,9201.96,1.2,0,0,17227.84,60,Medical,6.19,0.144,0.27,334.59,0.063,173715.06,Condo,5.0,17640.3,138.68,0
22711,51,Male,High School,Married,1,Self-Employed,1.8,Technician,38674.94,3222.91,645,2,13892.19,1.5,1,0,7309.06,24,Business,10.64,0.359,0.189,339.44,0.105,176846.36,Apartment,,15330.69,128.32,0
22712,42,Male,Master,Single,0,Salaried,,Service,21018.72,1751.56,774,3,2214.74,4.5,0,0,12284.43,12,Home Improvement,21.97,0.105,0.584,1149.58,0.656,70902.48,Condo,6.1,286.23,6552.73,1
22713,21,Female,Master,Married,1,Salaried,2.4,Clerical,20626.04,1718.84,675,3,2359.02,11.7,0,0,61424.0,48,Debt Consolidation,12.74,0.114,2.0,1639.94,0.954,170260.45,House,5.8,1254.66,7209.22,0
22714,28,Male,Bachelor,Divorced,1,Unemployed,1.8,Service,33961.7,2830.14,681,0,1599.68,4.8,0,0,6756.49,60,Business,19.92,0.047,0.199,178.71,0.063,417625.78,Apartment,5.7,7794.88,7417.48,0
22715,40,Female,Bachelor,Divorced,1,Contract,2.8,Sales,57463.46,4788.62,747,1,9805.89,2.9,0,0,7008.82,36,Debt Consolidation,5.43,0.171,0.122,211.42,0.044,60654.25,Apartment,15.3,34973.84,124.57,0
22716,59,Male,Bachelor,Divorced,1,Salaried,0.1,Technician,20000.0,1666.67,721,2,11963.4,5.0,0,0,100000.0,60,Home Improvement,16.78,0.598,2.0,2473.44,1.0,151585.96,Apartment,9.7,1147.25,4790.74,0
22717,31,Female,High School,Single,0,Salaried,,Service,23773.32,1981.11,551,2,27904.18,1.9,2,0,13775.11,60,Home Improvement,13.12,1.174,0.579,314.27,0.159,117313.41,Apartment,,465.13,8301.47,0
22718,50,Male,High School,Married,0,Salaried,1.3,Service,89416.73,7451.39,648,4,2282.13,14.2,0,0,20244.94,60,Education,18.6,0.026,0.226,520.72,0.07,199185.41,Apartment,14.5,953.45,12848.49,0
22719,40,Male,Bachelor,Divorced,3,Salaried,7.1,Service,61709.7,5142.47,507,1,8338.33,2.1,0,0,11463.65,24,Education,20.62,0.135,0.186,586.93,0.114,321240.35,Apartment,,,1631.53,1
22720,36,Male,High School,Single,0,Salaried,0.0,Other,26042.49,2170.21,619,0,350.41,,1,0,28685.29,24,Business,13.42,0.013,1.101,1369.42,0.631,687685.55,Apartment,5.8,,10747.1,1
22721,34,F,Bachelor,Married,1,Unemployed,2.4,Manager,160892.28,13407.69,603,2,1105.12,3.5,1,1,9454.07,12,Home Improvement,10.44,0.007,0.059,833.1,0.062,144009.74,Condo,9.0,2935.27,4572.92,0
22722,60,Female,Bachelor,Married,0,Contract,3.0,Clerical,101865.02,8488.75,681,0,2563.37,3.5,1,0,14320.35,48,Home Improvement,15.14,0.025,0.141,399.56,0.047,118574.6,Condo,2.7,1314.97,237.96,0
22723,35,Male,High School,Married,2,Contract,2.3,Professional,21767.51,1813.96,724,0,31643.24,14.2,1,1,28816.7,48,Other,15.58,1.454,1.324,810.49,0.447,128638.58,None,2.4,974.9,1328.81,1
22724,33,Female,High School,Single,1,Salaried,8.5,Professional,24561.64,2046.8,716,2,13889.28,,1,0,10705.15,36,Debt Consolidation,14.08,0.565,0.436,366.29,0.179,242188.26,Apartment,1.4,6438.95,4020.71,0
22725,47,Other,Bachelor,Divorced,0,Contract,,Other,20286.03,1690.5,487,2,22506.8,6.0,1,0,21851.92,24,Debt Consolidation,11.47,1.109,1.077,1023.25,0.605,166565.98,Condo,,88494.01,2659.75,0
22726,27,Male,Master,Married,0,Salaried,4.0,Other,62402.61,5200.22,576,3,4859.78,1.1,0,0,53617.8,48,Business,20.63,0.078,0.859,1649.66,0.317,396317.71,House,,100000.0,232.75,0
22727,35,Male,Master,Married,0,Unemployed,0.3,Professional,32525.05,2710.42,739,2,699.03,1.6,0,0,44088.2,48,Debt Consolidation,12.39,0.021,1.356,1169.47,0.431,204322.28,Condo,5.1,80.88,3051.51,0
22728,70,Male,Master,Single,0,Salaried,1.6,Manager,55356.47,4613.04,569,2,1864.47,5.2,0,0,16813.54,24,Home Improvement,5.17,0.034,0.304,738.91,0.16,238314.87,Condo,2.1,11943.57,239.07,0
22729,46,Male,Bachelor,Single,0,Contract,0.7,Professional,159489.78,13290.82,760,0,200000.0,10.5,2,1,23758.59,36,Debt Consolidation,12.14,1.254,0.149,790.71,0.059,337741.87,Apartment,7.0,,8693.86,0
22730,21,F,Master,Married,1,Self-Employed,8.4,Manager,180122.74,15010.23,655,3,32257.86,10.6,0,0,21370.45,36,Home Improvement,6.3,0.179,0.119,653.04,0.044,163355.36,Apartment,7.1,2339.28,4447.44,0
22731,21,Male,Bachelor,Single,0,Salaried,0.3,Service,59829.93,4985.83,697,1,83.57,22.3,1,1,58180.95,24,Debt Consolidation,8.75,0.001,0.972,2651.31,0.532,172643.66,Condo,6.0,3326.04,102.06,1
22732,21,Female,Bachelor,Single,0,Salaried,10.2,Manager,44226.03,3685.5,636,1,8631.78,,0,1,26400.98,36,Debt Consolidation,10.35,0.195,0.597,856.23,0.232,73839.96,Condo,1.5,22002.37,1533.03,0
22733,48,Female,bachelor,Married,0,Salaried,6.2,Professional,279981.44,23331.79,712,3,16860.83,,0,0,25690.91,24,Education,22.53,0.06,0.092,1339.53,0.057,220591.2,Apartment,4.4,,3202.82,0
22734,45,Other,PhD,Single,1,Unemployed,5.5,Manager,20000.0,1666.67,718,2,35628.68,3.3,3,1,26535.84,60,Medical,12.72,1.781,1.327,599.98,0.36,156640.95,House,1.8,1273.71,416.85,1
22735,48,Male,High School,Married,1,Contract,2.8,Other,20000.0,1666.67,582,1,4769.11,3.2,1,1,88799.00255550374,48,Education,18.64,0.238,0.999,593.73,0.356,,House,16.8,4243.38,509.82,0
22736,54,Female,Bachelor,Married,0,Self-Employed,0.4,Technician,120584.93,10048.74,776,0,39527.17,27.0,1,0,101983.64544621314,48,Debt Consolidation,20.39,0.328,0.126,467.0,0.046,159860.96,None,2.9,14212.99,296.01,0
22737,61,Male,bachelor,Single,2,Self-Employed,3.4,Manager,209463.74,17455.31,633,1,16514.94,8.1,2,0,12175.18,36,Other,16.35,0.079,0.058,430.15,0.025,134095.52,House,11.4,727.25,52.88,0
22738,26,Male,Bachelor,Single,1,Unemployed,0.4,Professional,55476.89,4623.07,704,0,30452.84,,0,1,19331.78,48,Debt Consolidation,12.13,0.549,0.348,510.31,0.11,199341.1,Condo,2.7,2423.85,638.26,0
22739,44,M,High School,Divorced,1,Salaried,9.1,Professional,48107.2,4008.93,729,3,4084.28,6.4,1,1,32714.38,36,Education,6.16,0.085,0.68,997.61,0.249,171405.0,Apartment,7.2,783.95,356.27,0
22740,43,Female,High School,Single,1,Salaried,2.1,Sales,276138.21,23011.52,651,0,1272.43,,0,0,15098.57,36,Debt Consolidation,5.21,0.005,0.055,453.94,0.02,114659.15,House,3.5,8517.26,4206.37,0
22741,41,F,Master,Married,0,Self-Employed,3.6,Sales,33830.08,2819.17,696,3,6099.65,1.0,0,0,8709.72,60,Debt Consolidation,9.11,0.18,0.257,181.26,0.064,176238.63,House,3.5,5557.81,5404.28,0
22742,44,Male,Master,Divorced,1,Salaried,3.3,Service,20000.0,1666.67,619,2,3901.79,2.6,1,1,139345.81121885433,36,Debt Consolidation,19.07,0.195,1.634,1199.38,0.72,94012.49,Apartment,,422.74,475.4,0
22743,39,Male,bachelor,Single,1,Salaried,20.7,Technician,32332.83,2694.4,762,1,7044.82,11.7,2,0,9466.77,48,Home Improvement,16.87,0.218,0.293,272.53,0.101,102864.53,Apartment,8.4,2376.32,87.82,0
22744,55,Male,Bachelor,Married,3,Salaried,3.5,Sales,32270.23,2689.19,650,2,6371.72,2.6,1,1,29040.85,48,Business,13.7,0.197,0.9,789.22,0.293,68685.74,Apartment,2.0,295.23,1936.68,0
22745,45,Female,bachelor,Single,1,Salaried,1.0,Professional,105790.61,8815.88,529,3,3344.07,1.4,0,1,19748.45,36,Education,12.34,0.032,0.187,659.14,0.075,74135.05,Condo,4.2,5203.42,169.45,1
22746,31,Female,High School,Single,0,Salaried,6.6,Sales,80154.75,6679.56,778,2,2472.91,3.1,1,0,22304.96,36,Debt Consolidation,19.33,0.031,0.278,821.34,0.123,51370.51,House,7.2,432.22,4173.61,0
22747,30,Female,Master,Married,0,Salaried,8.2,Sales,41379.68,3448.31,850,2,12668.7,5.3,0,0,11797.86,48,Business,5.31,0.306,0.285,273.36,0.079,198859.0,Condo,2.0,59550.41,2194.98,0
22748,47,Female,Master,Single,0,Salaried,5.9,Professional,64359.54,5363.3,644,3,92974.53,7.4,2,1,11938.41,36,Debt Consolidation,14.63,1.445,0.185,411.69,0.077,192118.67,House,0.1,201.65,821.97,0
22749,38,Female,Master,Married,1,Salaried,5.5,Sales,54633.33,4552.78,630,1,14169.66,1.4,0,1,5775.81,36,Home Improvement,8.72,0.259,0.106,182.92,0.04,143145.8,Apartment,3.2,297.78,5523.72,0
22750,44,Male,Master,Married,1,Contract,0.1,Sales,36565.37,3047.11,552,1,20369.52,2.3,1,0,42453.84,36,Education,7.94,0.557,1.161,1329.17,0.436,149308.6,Condo,10.3,4594.04,267.64,0
22751,50,Male,Bachelor,Single,3,Contract,2.3,Technician,56861.54,4738.46,626,1,8439.91,,4,1,9616.2,36,Medical,24.97,0.148,0.169,382.19,0.081,396492.42,Condo,7.4,2047.11,1730.11,0
22752,41,Female,Bachelor,Single,2,Self-Employed,1.0,Manager,68464.38,5705.37,801,3,7647.49,7.5,1,1,33163.47,48,Debt Consolidation,8.74,0.112,0.484,821.19,0.144,217127.81,Apartment,2.0,2402.31,3186.48,0
22753,42,Male,Master,Married,2,Salaried,1.8,Clerical,20000.0,1666.67,573,1,10060.79,16.5,1,0,33741.0,60,Medical,7.49,0.503,1.687,675.94,0.406,204952.17,House,2.0,100000.0,174.16,1
